"","SRR1027171","SRR1027172","SRR1027173","SRR1027174","SRR1027175","SRR1027176","SRR1027177","SRR1027178","SRR1027179","SRR1027180","SRR1027181","SRR1027182","SRR1027183","SRR1027184","SRR1027185","SRR1027186","SRR1027187","SRR1027188","SRR1027189","SRR1027190"
"ENSG00000163202.4",14,0,8,5,3,5,2,2,1,4,2,0,0,0,0,0,0,0,0,0
"ENSG00000244057.2",14,0,29,1,6,10,0,4,1,0,9,0,0,0,0,0,0,0,0,0
"ENSG00000187238.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185962.1",5,0,6,0,2,1,2,1,1,3,1,0,0,0,0,1,0,0,0,0
"ENSG00000226947.1",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000176075.6",2,0,6,1,2,2,1,1,1,3,0,0,0,0,0,0,1,0,0,0
"ENSG00000187223.3",2,0,2,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0
"ENSG00000159455.7",3,0,6,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000187180.3",5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187173.3",5,0,7,1,0,4,5,8,1,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000187170.4",5,0,6,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0
"ENSG00000198854.4",9,0,9,3,3,3,1,4,5,4,5,3,0,0,0,0,0,1,0,3
"ENSG00000229713.1",4,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000233819.1",9,0,12,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000203786.5",28,1,56,5,10,13,6,5,4,9,13,4,1,0,0,0,1,0,0,0
"ENSG00000240386.2",5,0,4,1,2,5,2,3,0,2,1,1,0,0,0,0,0,0,0,0
"ENSG00000186226.7",7,1,11,1,0,4,0,2,4,2,0,1,2,0,1,0,0,0,0,0
"ENSG00000172155.7",3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000197084.4",6,0,13,1,4,0,2,5,4,5,3,0,0,0,0,0,0,1,0,0
"ENSG00000196734.6",6,0,3,0,2,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000186844.4",7,0,5,3,1,6,1,2,1,1,0,3,0,0,0,0,0,0,0,0
"ENSG00000235942.2",4,1,14,2,1,3,3,1,6,3,3,3,0,0,0,0,0,0,0,0
"ENSG00000163206.5",12,0,6,2,1,3,1,1,3,0,1,2,0,0,0,0,2,0,0,0
"ENSG00000163207.5",16,1,32,11,9,12,7,5,13,8,14,1,4,1,3,1,9,4,2,52
"ENSG00000224308.1",6,0,5,0,1,5,0,1,2,0,0,1,0,0,0,0,2,0,0,0
"ENSG00000184148.3",13,0,13,3,2,1,4,1,2,3,6,5,0,0,0,0,1,0,0,0
"ENSG00000169474.3",5,1,8,1,2,4,3,0,3,1,4,0,2,0,3,2,0,0,0,1
"ENSG00000163209.10",8,0,8,0,1,5,1,2,5,0,2,0,28,2,0,5,0,2,0,0
"ENSG00000252920.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234262.1",3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000169469.7",5,0,11,2,4,9,2,1,3,0,3,1,1,0,0,0,0,1,1,2
"ENSG00000163216.6",13,1,15,4,0,3,3,3,2,3,2,1,0,1,0,0,1,0,0,0
"ENSG00000241794.1",5,0,8,0,2,2,1,2,1,1,1,1,0,2,0,0,0,0,0,0
"ENSG00000196805.6",5,0,9,1,2,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000203785.4",4,0,12,0,1,6,0,2,3,3,3,2,1,7,0,0,0,0,0,0
"ENSG00000244094.1",13,1,6,2,2,1,0,2,1,2,3,2,0,0,0,0,0,0,0,0
"ENSG00000229035.2",7,1,8,0,0,2,1,0,2,3,3,2,0,0,0,0,1,0,0,0
"ENSG00000159516.8",11,0,18,0,1,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0
"ENSG00000229699.1",13,0,26,7,5,5,2,2,4,5,6,2,0,0,0,0,0,0,0,0
"ENSG00000203784.2",5,0,15,4,2,5,2,2,10,7,6,2,0,0,1,0,0,0,0,0
"ENSG00000203783.4",10,0,9,1,2,4,4,4,3,0,4,0,1,1,0,0,0,0,0,0
"ENSG00000230779.1",1,1,1,3,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0
"ENSG00000203782.5",2,2,1,1,1,0,1,0,0,0,1,0,0,4,0,0,0,2,0,2
"ENSG00000159527.3",28,2,59,10,7,6,5,14,10,9,10,4,0,0,0,0,1,0,0,3
"ENSG00000163218.10",35,2,75,8,9,24,9,20,13,18,26,6,0,3,1,1,4,3,1,7
"ENSG00000207321.1",2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"ENSG00000163220.10",136,117,108,97,214,232,117,23,24,67,35,38,324,370,4692,226,3020,167,100,171
"ENSG00000163221.7",5,0,7,1,0,4,0,2,3,5,0,0,0,2,2,3,2,0,0,0
"ENSG00000237008.2",3,0,1,0,2,2,2,2,3,1,1,0,0,0,0,0,1,0,0,0
"ENSG00000143546.5",51,39,86,72,121,75,47,12,13,16,16,16,75,123,1220,115,610,33,9,11
"ENSG00000224784.2",8,0,5,0,4,0,1,3,2,3,5,1,0,0,0,0,0,0,0,0
"ENSG00000184330.7",32,0,38,4,5,16,1,4,9,9,9,4,0,0,340,0,15,0,0,0
"ENSG00000203781.4",4,0,7,2,1,1,0,2,2,1,1,1,0,0,0,0,1,0,0,0
"ENSG00000197364.6",6,0,5,1,0,2,1,4,1,1,3,0,0,0,0,0,1,0,0,0
"ENSG00000143556.4",11,2,12,8,6,3,2,1,4,4,6,3,3,8,2958,0,204,2,2,10
"ENSG00000263841.1",6,0,8,1,0,2,2,2,3,4,1,0,0,0,0,0,0,0,0,0
"ENSG00000238279.1",13,1,8,8,5,8,2,1,4,8,2,2,5,6,2,18,1,15,28,24
"ENSG00000197956.5",711,703,1018,3467,1704,1608,2910,1183,729,1929,2363,492,395,981,1124,5962,815,5904,7689,4953
"ENSG00000196420.3",27,2,30,13,9,20,12,10,10,12,15,3,0,0,1,2,0,3,11,4
"ENSG00000196154.7",260,139,300,514,283,1813,497,201,174,581,203,159,262,153,320,373,242,869,1000,728
"ENSG00000188015.5",27,1,58,30,18,35,15,16,7,14,24,6,3,3,6,3,4,20,17,7
"ENSG00000196754.6",40,40,57,449,68,126,20,18,15,15,30,9,27,17,8,8,6,321,277,318
"ENSG00000188643.6",326,394,594,1097,1213,2333,3320,846,1089,1177,1523,1047,188,924,1170,863,1801,4157,4249,4448
"ENSG00000189334.4",307,160,920,114,330,1378,3195,1231,1272,391,2196,1369,116,531,958,754,935,4719,2396,3642
"ENSG00000189171.9",127,49,55,158,98,107,547,97,100,63,225,111,22,118,50,118,53,242,292,125
"ENSG00000271853.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160678.7",110,44,49,117,101,415,388,17,21,20,35,13,9,49,6,5,8,17,38,14
"ENSG00000272030.1",4,0,2,3,1,2,4,3,2,4,0,2,2,1,0,0,0,2,4,2
"ENSG00000160679.8",626,136,333,599,455,504,1002,628,590,601,647,521,573,1263,593,527,267,1622,1852,2124
"ENSG00000143553.6",162,71,122,228,179,382,662,220,239,233,302,153,101,146,170,202,180,302,232,179
"ENSG00000143621.12",4837,991,1166,3799,3995,5124,2502,1262,1472,1455,1947,1105,1043,5401,1410,1418,1193,8111,8751,8440
"ENSG00000169418.9",99,6,70,60,83,85,99,66,75,217,87,30,63,33,45,29,30,296,722,744
"ENSG00000242565.2",8,0,16,1,5,3,8,4,4,8,5,0,0,0,0,0,1,0,0,0
"ENSG00000235015.1",6,0,3,0,0,4,2,0,3,3,2,0,0,0,0,0,1,0,0,0
"ENSG00000199565.1",3,0,2,1,1,1,10,6,4,5,8,0,6,1,0,1,0,0,0,0
"ENSG00000143624.9",828,260,446,567,666,849,1849,1117,1007,878,866,694,632,1903,554,495,294,2104,2233,1871
"ENSG00000243613.1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000233222.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000238511.1",3,0,4,2,2,8,3,3,4,0,0,5,4,11,3,4,0,1,6,2
"ENSG00000143554.9",236,75,152,173,165,296,483,381,238,222,224,281,98,119,83,142,192,358,526,522
"ENSG00000207039.1",12,0,1,1,3,5,5,0,3,0,14,1,2,5,0,1,0,2,1,0
"ENSG00000231827.2",38,1,37,15,12,21,15,18,13,15,15,10,6,28,5,5,2,7,15,5
"ENSG00000143614.7",1030,164,614,395,617,869,698,576,726,859,594,509,686,2575,580,705,311,853,2030,2629
"ENSG00000223599.1",50,8,16,9,10,11,13,19,22,24,14,20,49,213,27,30,2,2,5,3
"ENSG00000236327.2",4,1,2,1,0,4,2,1,1,1,4,1,2,20,3,5,1,0,0,0
"ENSG00000198837.5",411,74,197,345,325,317,427,346,377,348,287,210,338,418,305,372,148,786,769,733
"ENSG00000160741.12",285,77,153,228,207,317,320,184,228,197,200,132,165,255,116,114,83,2299,2289,2651
"ENSG00000143570.13",1244,767,712,1388,1699,1757,3300,929,1253,1101,1545,837,531,655,779,584,1164,2879,2668,2263
"ENSG00000273026.1",10,2,9,7,6,2,13,8,2,4,1,4,2,2,6,6,3,6,7,15
"ENSG00000143578.11",315,70,397,291,226,440,1714,616,725,659,947,710,342,169,509,790,652,1018,712,468
"ENSG00000143543.10",727,259,445,760,852,1130,2301,749,778,1116,974,1124,456,967,708,723,733,2110,1656,1127
"ENSG00000272654.1",27,3,9,17,12,14,50,19,28,23,17,22,7,15,18,15,8,21,71,52
"ENSG00000143545.4",678,404,616,595,725,933,1481,775,1021,511,955,553,233,385,320,285,255,2730,1964,2147
"ENSG00000177954.7",1730,759,1095,2505,2216,3192,5343,1685,2152,2904,2491,1801,2082,3528,2033,2914,1639,21544,17443,13470
"ENSG00000143552.5",76,10,97,21,13,44,79,22,31,38,22,16,20,25,8,115,2,113,20,9
"ENSG00000231416.1",4,1,4,1,0,1,1,0,0,2,0,0,3,3,2,3,0,7,1,1
"ENSG00000252669.1",0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0
"ENSG00000200220.1",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,8,0,0
"ENSG00000231837.2",3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0
"ENSG00000263987.1",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"ENSG00000143549.15",5652,1498,2831,4442,4872,8540,18784,3378,4070,2819,4601,1858,2260,4519,2469,2038,2245,8420,7300,7465
"ENSG00000264384.1",11,0,3,2,5,6,10,6,11,1,6,1,6,7,0,3,1,1,4,1
"ENSG00000215938.1",4,0,6,0,1,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000163263.6",8,0,17,3,3,3,7,2,4,2,4,5,0,1,0,2,0,6,0,0
"ENSG00000143612.14",2277,670,1370,2096,2190,4404,8432,2336,2362,1409,3338,2354,1200,2143,1258,1631,1239,4344,3097,2352
"ENSG00000143569.14",1321,315,656,1001,886,1113,1307,906,924,1010,760,786,1012,3403,1029,925,425,2957,3603,4759
"ENSG00000252817.1",11,0,4,11,5,8,11,6,10,5,7,4,9,21,10,4,0,1,11,7
"ENSG00000201129.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"ENSG00000143575.10",811,176,386,579,710,912,1604,554,637,445,903,376,252,714,335,304,291,1488,914,904
"ENSG00000252682.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000212292.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000222457.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143595.8",22,0,21,2,2,12,2,9,5,10,11,0,1,0,0,0,0,3,1,1
"ENSG00000143515.12",484,75,639,579,488,415,867,359,459,779,526,384,478,259,326,214,195,664,994,1392
"ENSG00000238365.1",3,0,4,3,1,2,3,1,4,0,0,0,1,1,1,0,0,0,3,0
"ENSG00000237920.2",2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226855.1",4,0,1,1,3,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0
"ENSG00000228013.1",11,1,9,6,3,2,6,5,6,8,10,6,4,3,3,0,3,11,26,29
"ENSG00000160712.8",458,41,299,226,255,338,352,107,180,277,282,274,265,302,280,172,187,1119,2911,3351
"ENSG00000228264.1",18,1,27,4,2,15,6,3,4,7,7,5,4,4,4,1,2,1,1,3
"ENSG00000169291.5",107,9,103,54,67,87,130,92,174,156,117,60,104,50,72,65,68,223,353,505
"ENSG00000273110.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163239.8",49,1,41,6,6,26,16,13,21,26,32,12,4,1,2,7,6,59,79,80
"ENSG00000160714.5",304,69,216,241,224,288,430,241,270,242,252,183,173,335,156,148,158,656,678,887
"ENSG00000229780.1",7,0,0,0,1,2,1,4,5,5,1,0,2,5,8,1,0,9,2,5
"ENSG00000160716.4",76,1,65,15,29,41,28,23,29,31,135,303,9,26,19,16,11,21,14,20
"ENSG00000233875.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160710.11",10081,1530,4353,5238,4882,7080,11558,4859,4811,5575,5016,7756,5452,7964,5838,4130,3279,3634,5377,7427
"ENSG00000268141.1",3,0,1,0,1,0,0,0,2,2,0,2,1,2,0,0,0,0,0,0
"ENSG00000143603.14",130,12,136,97,59,219,100,70,70,108,65,68,75,261,240,86,41,53,91,239
"ENSG00000163344.5",306,203,209,356,352,485,644,467,437,286,623,289,299,162,102,140,142,1184,481,516
"ENSG00000270361.1",11,0,26,5,4,9,4,4,2,6,8,3,6,3,1,1,3,13,3,4
"ENSG00000163346.12",959,896,882,1091,1730,1578,1834,1020,1442,1368,1940,570,859,496,391,608,887,2451,2232,3813
"ENSG00000163348.3",935,211,375,715,829,982,1041,825,840,830,954,511,654,602,396,571,440,1749,572,1499
"ENSG00000271380.1",1,0,0,1,0,0,0,3,2,0,4,1,0,0,1,0,1,7,1,1
"ENSG00000160691.14",972,301,735,1055,1263,1913,3065,831,1014,992,1158,621,542,649,455,465,512,4164,3799,6200
"ENSG00000173207.8",765,143,207,472,445,1154,877,193,199,133,199,132,277,482,157,147,182,438,527,432
"ENSG00000264349.1",1,0,0,3,0,2,1,2,1,0,1,0,0,3,0,1,0,1,2,0
"ENSG00000160688.14",771,230,249,427,606,792,1099,489,532,371,541,334,452,670,272,429,335,546,364,387
"ENSG00000163352.5",14,0,10,5,9,7,6,6,6,2,2,0,3,4,3,5,0,4,1,0
"ENSG00000160685.9",797,263,491,588,1032,920,1573,610,896,1227,1110,680,584,327,481,519,575,1986,1817,2608
"ENSG00000163354.10",115,5,129,28,46,82,55,45,41,48,55,33,12,10,8,15,7,107,124,70
"ENSG00000163357.6",97,3,74,17,23,59,30,28,39,24,34,19,2,11,4,11,5,26,23,13
"ENSG00000232093.1",42,4,19,7,10,31,22,11,13,19,17,20,3,20,6,7,7,24,7,6
"ENSG00000143537.9",1882,540,471,923,1585,3704,3599,1095,916,1108,1010,880,851,1450,1341,1066,2857,3528,2658,1927
"ENSG00000243364.3",156,92,40,160,260,261,118,47,90,178,98,30,105,189,58,93,62,105,216,267
"ENSG00000143590.9",58,19,20,55,76,108,76,24,33,87,34,11,5,38,42,16,30,71,100,205
"ENSG00000251246.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202027.1",1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169242.7",424,168,224,525,673,911,916,313,422,737,768,318,386,911,210,213,276,6826,5117,6328
"ENSG00000169241.13",480,100,298,294,399,502,1543,280,418,449,506,592,371,328,150,303,422,935,726,578
"ENSG00000179085.7",272,70,70,140,177,203,328,204,148,86,252,93,114,57,55,56,86,233,138,74
"ENSG00000251780.1",5,0,7,0,1,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0
"ENSG00000223452.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"ENSG00000163463.7",42,5,25,35,21,33,68,50,39,33,34,14,49,57,31,23,11,35,81,35
"ENSG00000273088.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163462.13",87,36,38,49,67,65,80,15,41,40,38,25,20,7,41,28,20,119,179,78
"ENSG00000185499.12",215,47,52,62,118,605,387,47,144,1073,131,236,111,46,279,675,68,2370,1761,1790
"ENSG00000271748.1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000169231.9",181,204,108,228,577,1199,650,213,255,235,331,118,128,297,115,88,78,478,593,438
"ENSG00000231064.1",19,4,13,9,17,15,21,6,16,9,13,1,8,18,14,3,0,15,32,16
"ENSG00000173171.10",112,44,62,122,132,154,394,136,150,130,159,90,107,116,87,83,89,237,218,152
"ENSG00000236263.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160766.10",162,16,61,50,51,72,71,39,25,47,35,23,45,93,14,28,19,110,68,37
"ENSG00000236675.1",44,5,15,9,20,30,35,22,11,13,13,13,11,13,11,9,3,37,35,36
"ENSG00000177628.11",328,117,229,185,222,266,453,184,199,298,241,187,282,218,162,240,167,1076,593,762
"ENSG00000216109.1",8,0,5,1,2,6,4,0,4,3,4,0,1,1,2,0,1,0,1,0
"ENSG00000160767.16",216,61,74,121,175,278,293,129,128,111,98,128,138,359,80,77,85,543,496,505
"ENSG00000116521.6",716,276,413,668,797,1057,2213,659,702,455,781,536,570,568,326,439,393,1218,774,1035
"ENSG00000176444.14",435,95,213,316,284,388,535,282,332,314,271,174,390,561,270,162,140,689,834,784
"ENSG00000143630.5",67,10,37,40,51,66,92,76,48,34,55,51,43,35,18,17,21,86,107,100
"ENSG00000143627.13",39,2,25,19,8,22,5,5,15,6,8,2,2,0,0,0,4,8,2,0
"ENSG00000160752.10",341,108,179,370,463,466,659,209,252,201,257,224,543,403,259,243,222,663,510,352
"ENSG00000225855.2",49,10,15,19,26,40,32,30,29,33,29,26,60,62,24,23,17,39,89,23
"ENSG00000160753.11",395,124,166,239,382,522,1119,434,372,353,371,324,408,293,308,289,349,779,681,708
"ENSG00000116539.6",2926,519,1672,1687,2138,2169,3797,2228,2446,2889,2192,1648,3159,5226,2515,2712,1120,1679,3330,5007
"ENSG00000207720.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000207134.1",1,0,1,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0
"ENSG00000227773.1",6,2,3,0,2,2,3,6,5,4,1,4,5,12,3,7,0,0,0,0
"ENSG00000238805.1",1,1,4,3,0,1,1,0,0,1,2,1,2,8,3,2,0,0,0,0
"ENSG00000207144.1",3,0,2,0,2,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0
"ENSG00000237872.3",20,3,12,1,9,7,8,10,11,13,12,4,16,10,6,7,2,5,1,1
"ENSG00000235919.3",36,8,5,28,27,27,25,23,23,19,18,20,22,51,18,24,13,32,22,10
"ENSG00000271267.1",3,0,1,2,3,7,0,7,4,7,1,3,2,6,0,0,0,1,1,1
"ENSG00000225082.2",5,1,5,1,1,3,3,3,0,2,2,2,0,0,1,1,0,2,0,1
"ENSG00000223503.1",15,1,16,4,7,12,7,7,5,3,5,1,1,2,3,2,0,2,0,1
"ENSG00000232519.2",5,0,2,0,0,3,2,3,0,1,1,1,0,1,0,2,0,7,4,0
"ENSG00000125459.10",98,17,61,70,98,112,172,68,85,63,74,51,47,176,61,57,41,162,185,180
"ENSG00000203761.4",25,0,9,8,10,10,14,15,16,11,12,7,7,15,12,12,2,39,45,32
"ENSG00000246203.2",94,12,36,8,20,84,25,13,12,39,10,4,8,18,8,9,10,69,49,56
"ENSG00000163374.15",559,122,205,374,425,547,881,363,447,437,472,360,396,778,383,403,217,1798,1918,3420
"ENSG00000132676.11",2114,407,918,1255,1056,2541,3292,1296,1454,1053,1704,1041,570,2373,658,1082,801,2910,2305,2286
"ENSG00000227673.1",8,2,3,1,1,4,2,1,2,1,5,1,2,4,0,4,0,1,0,0
"ENSG00000116580.14",819,165,504,562,577,866,1440,597,802,721,675,535,667,1131,538,575,330,606,864,1327
"ENSG00000234937.1",9,1,8,0,2,6,7,2,5,7,3,4,9,12,8,4,1,0,1,0
"ENSG00000132718.7",265,104,359,382,286,429,472,255,375,351,424,546,254,109,216,121,151,166,383,622
"ENSG00000201614.1",1,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,0,2,6,1
"ENSG00000143622.6",676,163,487,444,609,1085,1293,333,494,571,448,224,308,437,425,483,324,658,970,1119
"ENSG00000132680.6",942,213,371,711,604,890,1044,728,887,704,752,478,518,1458,805,598,265,3211,2967,3407
"ENSG00000207475.1",57,5,15,17,41,23,278,125,154,68,99,176,784,589,429,1201,39,1,1,0
"ENSG00000252808.1",14,2,8,17,12,8,43,33,30,15,24,22,285,268,174,379,7,2,1,0
"ENSG00000173080.4",9,0,1,4,5,12,1,3,0,0,1,0,0,0,1,2,0,13,4,0
"ENSG00000116584.13",978,250,511,821,713,1009,1354,422,662,572,655,931,422,1303,469,575,272,1892,3343,4298
"ENSG00000273002.1",33,1,28,17,12,26,37,19,17,17,11,16,8,15,16,20,8,5,3,4
"ENSG00000224276.1",12,1,8,1,3,4,1,2,2,4,1,13,1,7,0,4,2,1,4,2
"ENSG00000163479.9",1814,680,1073,2039,1963,3912,4802,1108,1512,1976,2044,1711,901,2358,1757,1133,1667,6279,6102,4523
"ENSG00000160803.7",708,215,363,556,649,928,1422,522,394,348,417,522,339,1167,443,416,335,1450,1311,1648
"ENSG00000116586.7",123,39,89,102,95,145,402,199,207,202,169,225,77,92,141,114,130,513,336,214
"ENSG00000132698.9",232,142,145,286,360,593,1533,294,314,274,381,399,142,145,471,212,303,2185,1698,1161
"ENSG00000254726.2",518,341,185,637,810,1138,529,185,162,258,117,54,285,1250,300,190,178,543,1621,1695
"ENSG00000222611.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160789.15",5872,1342,2168,6100,5529,6495,6980,2320,2841,4023,3753,1903,1335,2894,2084,1259,2335,37061,34249,36678
"ENSG00000196189.8",382,64,272,415,217,423,632,224,327,179,350,346,311,252,577,136,139,2272,2693,1888
"ENSG00000252236.1",2,0,2,1,0,7,1,0,0,0,0,0,2,0,1,1,0,7,7,9
"ENSG00000160785.9",572,102,335,392,421,562,1001,418,411,437,462,314,280,597,354,332,310,3296,1663,2223
"ENSG00000260238.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000160783.15",148,29,95,100,94,251,148,83,83,118,95,64,61,81,86,48,65,271,212,181
"ENSG00000242252.1",9,0,3,1,3,7,2,8,4,2,2,1,1,1,0,0,1,7,17,6
"ENSG00000160781.11",64,5,29,19,14,40,32,33,29,17,30,27,18,24,16,12,7,161,111,86
"ENSG00000198952.7",854,266,434,656,892,1036,1056,518,529,524,478,432,479,1274,635,659,243,2093,1878,1632
"ENSG00000163472.14",147,81,61,109,107,290,214,94,101,59,91,96,65,78,136,41,59,173,107,147
"ENSG00000198715.7",129,27,85,110,111,215,168,60,87,149,97,57,62,77,44,69,49,425,305,391
"ENSG00000189030.8",4,0,2,2,2,2,4,7,8,4,3,0,0,0,0,2,1,46,1,2
"ENSG00000163468.10",3237,974,1208,2285,2721,4369,5372,2229,2449,1652,2714,1541,1381,4590,2388,1957,1530,9710,7935,7553
"ENSG00000228155.1",2,0,0,1,3,3,2,3,7,1,3,0,2,0,0,1,0,0,0,0
"ENSG00000163467.7",19,3,22,9,11,16,15,6,10,8,9,6,4,6,3,6,1,10,6,7
"ENSG00000132677.8",34,0,38,8,7,26,16,12,28,19,37,3,4,6,1,4,5,22,4,5
"ENSG00000237390.1",28,0,33,11,13,23,11,8,14,10,11,4,0,3,1,0,5,5,0,0
"ENSG00000125462.12",114,3,128,25,34,81,30,32,30,46,55,16,5,102,7,4,5,115,21,27
"ENSG00000207933.2",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,1,0
"ENSG00000236947.1",30,0,6,2,6,7,7,2,2,12,3,7,3,8,0,11,4,9,5,1
"ENSG00000116604.13",452,143,489,405,432,595,792,732,667,721,512,457,415,491,364,469,210,2488,3258,5624
"ENSG00000206651.1",8,1,8,3,16,17,68,11,30,32,32,2,7,6,11,9,1,4,1,1
"ENSG00000260460.1",19,0,9,4,0,7,2,2,5,7,2,3,0,0,0,0,0,1,0,0
"ENSG00000183856.6",1059,97,340,379,259,920,625,272,209,126,174,189,258,884,353,297,55,94,301,30
"ENSG00000238843.1",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000187862.7",73,2,46,13,17,19,25,21,31,20,33,12,16,5,14,1,1,13,14,29
"ENSG00000265960.1",4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000163382.7",492,253,296,496,694,769,1296,614,603,420,673,589,151,527,222,421,330,1529,818,495
"ENSG00000160818.12",421,109,140,194,192,361,492,288,285,131,224,173,168,285,217,235,86,1010,696,1294
"ENSG00000272971.1",1,0,1,0,0,1,0,2,0,0,2,1,0,1,0,0,0,1,2,2
"ENSG00000132702.8",15,0,18,2,5,2,1,5,6,5,2,5,0,1,0,2,1,14,11,6
"ENSG00000272068.1",21,0,49,4,0,14,7,18,17,15,24,164,0,5,1,0,1,95,37,32
"ENSG00000132692.14",74,3,55,23,34,48,22,37,20,39,29,72,4,124,9,3,2,64,40,45
"ENSG00000272405.1",6,1,76,7,5,14,10,11,10,29,42,395,7,6,14,5,0,87,61,60
"ENSG00000229953.1",5,1,18,5,1,6,6,3,4,7,8,34,1,1,3,0,0,10,6,12
"ENSG00000132688.10",403,501,169,971,1356,1575,203,263,330,271,231,326,190,691,87,88,217,3030,3854,5051
"ENSG00000237588.2",37,1,56,6,12,28,20,11,9,12,10,7,2,4,2,0,1,21,4,4
"ENSG00000143320.4",133,43,284,53,105,417,709,222,457,63,274,435,310,138,128,20,155,6923,4578,4935
"ENSG00000223356.1",11,1,14,5,7,9,2,4,4,4,6,2,4,1,5,1,0,42,19,10
"ENSG00000143319.12",555,138,238,472,482,689,1330,426,519,381,442,361,258,671,246,268,277,1696,1227,2379
"ENSG00000143303.7",150,39,102,124,99,189,353,194,171,154,261,213,109,167,113,147,103,632,479,426
"ENSG00000143314.8",406,133,211,279,332,472,906,528,556,315,654,397,163,337,197,286,167,1171,622,412
"ENSG00000143321.14",4238,1121,1700,3657,4154,7470,7786,1990,2163,1350,2496,1500,1810,3991,1742,1226,1305,7275,8901,8150
"ENSG00000143294.10",932,325,308,1033,1007,1809,2231,656,729,528,852,442,314,646,339,307,406,2103,2657,3144
"ENSG00000027869.7",80,21,47,37,49,55,34,18,33,27,30,24,72,28,42,14,14,74,55,36
"ENSG00000198400.7",90,3,93,32,34,68,36,46,33,54,49,21,7,3,5,6,5,42,88,30
